-99,9;603
-100,04;604
-100,48;605
-100;609
-100,14;614
-100;615
-100,62;617
-100,16;617
-100,2;620
-100,12;622
-100,66;626
-100,18;630
-100,08;634
-100;636
-100,08;641
-100,66;641
-100;642
-101,4;643
-100,12;644
-100,48;647
-100,2;649
-100,2;651
-100,5;652
-100,52;653
-100,08;655
-99,94;658
-100,4;660
-100,04;662
98,76;664
-100;664
-101,26;666
-100;667
-100;670
-100,54;674
-100;674
-100,5;674
-100;678
-101,42;681
-102,14;687
-100,18;690
-100;693
-100,32;695
-100,04;696
-100,74;697
-100,04;698
-99,96;698
98,82;698
-100,38;698
-100,04;701
-100,28;701
-100,16;706
-100,12;709
-100,16;709
-100;709
-100,8;709
-100,96;710
-100,12;711
-99,98;711
-100,82;712
99,44;713
-100,04;715
-99,98;715
-100,66;717
-100,12;718
-100,04;719
-100,12;719
-100,3;719
98,48;719
-100,5;721
-101,24;723
-101;724
-101,1;725
-100,08;725
-100,12;727
-100,68;729
-100,04;729
-100,32;730
-100;731
-100,6;732
97,76;734
-100;735
-100;737
-100,08;738
99,14;738
-100,12;739
-100,24;739
-100;739
-100;739
-100,04;740
-100,36;740
99,74;743
-100,98;744
-100,64;744
-100;744
-100,44;744
-100,12;746
-101,8;747
-100,82;748
-100,34;748
-100,3;749
-100,28;750
98,86;750
-100,08;751
-100,94;751
-100;751
-100,12;752
98,46;752
-100,06;754
-100,24;754
-100,16;754
-100,06;754
-100,14;754
98,6;755
-100,8;755
-100,18;755
-100,04;755
-100,88;756
99,96;758
-100;758
-99,9;758
98,68;758
-100,58;758
-101,5;759
-100,2;759
99,06;759
-100,2;762
-100;762
-100,08;763
-100,12;764
98,32;766
-100,24;767
-100,9;767
-100,54;768
-100;768
-101,16;769
-100,64;770
-100,08;771
-100,7;771
98,16;771
-100;771
-100,16;772
-100,72;773
-100,5;773
98,9;773
98,82;773
98,74;773
-101,24;773
-100,84;773
-100,08;774
-100;774
98,14;775
-100,54;775
-101,04;776
99,54;777
-100,14;778
-100,74;779
-100;779
98,46;779
-100,52;779
-100,12;779
-100,04;779
-100,38;779
-101,1;780
-100,22;781
-100,1;781
98,6;781
-101,28;781
-100,32;783
-100,2;783
-100;784
-100,46;785
-100,38;785
-100;785
97,78;785
-100,52;785
99,24;785
-101,02;786
-100,22;787
99,74;787
-100;787
-100,02;787
-100,04;787
-101;787
99,06;787
99,82;789
98,92;789
-100,74;790
99;790
98,76;790
-100,2;790
-100,04;790
-100,18;791
-100,16;791
-100,54;791
-100;791
98,68;791
99,68;791
99,5;791
-100,24;791
-100;791
99,06;791
-100,54;791
-100,94;791
-100,94;791
-100,64;791
98,32;792
-101,68;792
-100,56;792
-101,1;792
-100,28;792
-100,6;792
-100,76;792
99,46;794
-100,74;794
99,68;794
-100,08;795
-101,02;795
99,14;795
-100,22;797
-100;797
-101,02;797
-100,52;797
-100,08;797
98,46;797
98,76;797
98,94;797
-100;797
99,08;797
-100,64;798
-100,6;798
-99,94;798
98,54;798
-100,08;798
98,6;799
-100,08;799
-100,18;799
-100,04;799
-101;800
-100,78;800
98,4;800
98,94;800
-100,04;801
-100,72;801
-101;801
99,66;802
-100,94;804
-101,12;804
-99,94;804
98,54;804
-100,74;804
99,22;804
-101,38;804
-101,24;804
99,08;804
-100,2;804
-100,16;804
99,54;804
98,76;804
98,76;804
99,3;804
-100,24;804
-100,24;804
-100,08;804
-100;804
-100,08;805
-100,08;805
-99,98;805
98,62;805
-99,84;805
-101,36;805
-100,58;805
98,58;805
99,06;805
-100,9;805
-100;805
-100,26;805
99,08;805
99;805
99,08;805
-100,04;805
99,14;805
-100,1;806
-100,02;806
99,22;806
98,82;806
-100,76;806
99,36;807
-100,04;807
-100,08;807
99,4;809
99,22;809
-100;809
99;809
99,68;809
99,22;809
99,54;809
99,08;809
98,62;809
99,08;809
98,62;809
-101,62;809
99,06;809
98,62;809
-101,56;810
98,76;810
-100,64;810
99,22;810
98,94;810
99,68;810
99;810
-100,08;810
98,76;810
99,08;810
99,08;810
-100,76;810
97,840004;811
98,86;811
99,36;811
-101,06;811
-100,66;811
-100,02;811
98,22;811
99;811
-99,98;811
-100,08;811
98,02;811
99,22;812
99,42;812
99,54;813
98,54;813
98,76;813
-100,04;813
98,74;813
-100,36;813
-100,02;813
99,14;813
99,22;813
99,54;813
-101,02;813
99,06;813
99,88;813
99,68;813
99,36;813
99,36;813
99,08;813
98,74;813
98,94;813
98,9;813
-100,66;813
98,94;813
99,68;813
-100,4;814
98,02;814
-100,12;815
98,9;815
-100,88;815
99,36;815
99,82;815
98,76;815
99,14;815
98,94;815
-100,82;815
99,88;815
99,22;815
99,54;815
-100,06;815
-100,32;815
-100,86;815
99,14;815
-101,24;815
-101,06;815
98,3;815
98,78;815
98,48;815
-100,08;815
99,54;815
-100,7;815
98,4;815
98,76;815
99,06;815
99,54;815
99,08;815
-101,5;815
-100,88;815
98,62;815
-101,28;815
98,76;815
99;815
-99,94;815
99,08;815
99,22;815
99,28;815
-100,04;815
99;815
99,54;815
98,62;815
99,08;815
-100,56;815
99,08;815
-101,42;815
99,36;815
99,08;815
99,14;815
99,46;815
-101,22;815
98,16;815
-101,1;815
99,22;815
99,22;816
-100,86;816
98,32;816
98,94;816
98,86;816
-100,08;816
-100,64;816
-100,66;817
99,28;817
98,76;817
98,16;817
-100,06;817
99,22;817
-100,98;817
99;817
99,22;817
99,82;817
-101,56;817
99,08;817
99,14;817
-100,08;817
99,22;817
98,94;817
-101,38;817
98,3;817
98,94;817
98,54;817
98,76;818
-100,86;818
-101,2;818
-100,56;818
99,54;818
-100,28;818
-100,02;818
99,08;818
98,62;818
98,62;818
-100,72;818
-100,04;818
99,82;818
99,4;819
98,82;819
99,42;819
97,92;819
-100,74;819
98,98;819
98,48;819
99,68;819
98,94;819
98,16;819
99,82;819
99;819
98,16;819
98,84;819
-100,56;820
98,76;820
99,08;820
98,46;820
-100,86;820
-101,32;820
-100,1;820
98,82;820
99,22;820
99,54;820
99,54;820
-101,3;820
98,76;820
98,48;820
99,22;820
99,22;820
99,22;820
98,62;820
98,94;820
98,76;820
99,54;820
98,54;820
-100,24;820
99,36;820
99,08;820
99,22;820
99,68;820
99,22;820
98,76;820
98,94;820
99,68;820
99,08;820
-100,56;820
-100,5;820
99,54;820
99,08;820
98,54;820
98,76;820
-100,72;820
98,62;820
-99,94;820
98,48;820
98,08;820
99,08;820
99,22;820
98,3;820
98,78;820
99,38;820
98,02;820
-100,68;820
99,08;820
98,48;820
99,4;820
98,4;820
99,22;820
98,76;820
99,08;820
98,76;820
99,68;820
99,68;820
98,16;820
98,62;820
99,36;820
-100,42;820
99,68;820
98,94;820
99,54;820
-101,18;820
99,08;820
99,54;820
98,62;820
99,36;820
99,68;820
98,86;820
99,4;820
99,08;820
99,36;820
-100,74;820
-100,78;820
99,06;820
99,36;820
98,62;820
-100,16;820
99,82;820
98,48;820
99,08;820
99,36;820
98,48;820
99,22;820
99,36;820
99,22;820
99,08;820
99,06;820
99,68;820
98,48;820
-100,88;820
98,48;820
99,82;820
-101,26;820
98,62;820
99,08;820
99,22;820
99,36;820
98,76;820
99,68;820
99,08;820
-101,4;820
99,08;820
98,94;820
99,22;820
98,76;820
99,2;820
-100,44;820
98,44;820
99,08;820
99,68;820
98,54;820
98,9;820
99,36;820
99,08;820
98,68;820
98,16;820
99,22;820
99;820
99,22;820
99,28;820
98,94;820
99,82;820
99,08;820
-100,48;820
98,76;820
99,08;820
-100,7;820
99,66;820
98,76;82
